index;charged
2022-02-01 07:15:00;39,60000000000002
2022-02-01 07:20:00;44,00000000000003
2022-02-01 07:25:00;39,60000000000003
2022-02-01 07:30:00;22,0
2022-02-01 07:35:00;22,0
2022-02-01 07:40:00;22,0
2022-02-01 07:45:00;22,0
2022-02-01 07:50:00;22,0
2022-02-01 07:55:00;17,6
2022-02-01 08:00:00;0,0
2022-02-01 08:05:00;0,0
2022-02-01 08:10:00;0,0
2022-02-01 08:15:00;0,0
2022-02-01 08:20:00;0,0
2022-02-01 08:25:00;0,0
2022-02-01 08:30:00;0,0
2022-02-01 08:35:00;0,0
2022-02-01 08:40:00;0,0
2022-02-01 08:45:00;0,0
2022-02-01 08:50:00;0,0
2022-02-01 08:55:00;0,0
2022-02-01 09:00:00;17,6
2022-02-01 09:05:00;22,0
2022-02-01 09:10:00;22,0
2022-02-01 09:15:00;22,0
2022-02-01 09:20:00;22,0
2022-02-01 09:25:00;22,0
2022-02-01 09:30:00;13,2
2022-02-01 09:35:00;22,0
2022-02-01 09:40:00;26,4
2022-02-01 09:45:00;44,0
2022-02-01 09:50:00;48,4
2022-02-01 09:55:00;74,79999999999998
2022-02-01 10:00:00;110,0
2022-02-01 10:05:00;123,2
2022-02-01 10:10:00;127,6
2022-02-01 10:15:00;101,2
2022-02-01 10:20:00;110,0
2022-02-01 10:25:00;123,2
2022-02-01 10:30:00;123,2
2022-02-01 10:35:00;101,2
2022-02-01 10:40:00;105,6
2022-02-01 10:45:00;110,0
2022-02-01 10:50:00;79,2
2022-02-01 10:55:00;105,6
2022-02-01 11:00:00;140,79999999999998
2022-02-01 11:05:00;149,59999999999997
2022-02-01 11:10:00;131,99999999999997
2022-02-01 11:15:00;140,79999999999998
2022-02-01 11:20:00;167,2
2022-02-01 11:25:00;149,59999999999997
2022-02-01 11:30:00;132,0
2022-02-01 11:35:00;136,4
2022-02-01 11:40:00;180,4
2022-02-01 11:45:00;224,4
2022-02-01 11:50:00;228,8
2022-02-01 11:55:00;228,8
2022-02-01 12:00:00;197,99999999999997
2022-02-01 12:05:00;171,59999999999997
2022-02-01 12:10:00;180,39999999999998
2022-02-01 12:15:00;233,2
2022-02-01 12:20:00;272,8
2022-02-01 12:25:00;277,2
2022-02-01 12:30:00;264,0
2022-02-01 12:35:00;286,0
2022-02-01 12:40:00;286,0
2022-02-01 12:45:00;272,8
2022-02-01 12:50:00;268,4
2022-02-01 12:55:00;250,8
2022-02-01 13:00:00;242,00000000000006
2022-02-01 13:05:00;268,4
2022-02-01 13:10:00;308,0
2022-02-01 13:15:00;272,8
2022-02-01 13:20:00;233,2
2022-02-01 13:25:00;281,6
2022-02-01 13:30:00;321,2
2022-02-01 13:35:00;374,0
2022-02-01 13:40:00;286,0
2022-02-01 13:45:00;299,2
2022-02-01 13:50:00;272,8
2022-02-01 13:55:00;259,6
2022-02-01 14:00:00;228,8
2022-02-01 14:05:00;228,8
2022-02-01 14:10:00;198,0
2022-02-01 14:15:00;180,4
2022-02-01 14:20:00;233,2
2022-02-01 14:25:00;272,8
2022-02-01 14:30:00;325,6
2022-02-01 14:35:00;365,2
2022-02-01 14:40:00;338,8
2022-02-01 14:45:00;308,0
2022-02-01 14:50:00;330,0
2022-02-01 14:55:00;321,2
2022-02-01 15:00:00;347,6
2022-02-01 15:05:00;321,2
2022-02-01 15:10:00;343,2
2022-02-01 15:15:00;352,0
2022-02-01 15:20:00;352,0
2022-02-01 15:25:00;387,2
2022-02-01 15:30:00;391,6
2022-02-01 15:35:00;330,0
2022-02-01 15:40:00;325,6
2022-02-01 15:45:00;330,0
2022-02-01 15:50:00;338,8
2022-02-01 15:55:00;334,4
2022-02-01 16:00:00;365,19999999999993
2022-02-01 16:05:00;382,8
2022-02-01 16:10:00;396,00000000000006
2022-02-01 16:15:00;382,80000000000007
2022-02-01 16:20:00;426,80000000000007
2022-02-01 16:25:00;457,6000000000001
2022-02-01 16:30:00;453,2000000000001
2022-02-01 16:35:00;484,0
2022-02-01 16:40:00;514,8
2022-02-01 16:45:00;528,0
2022-02-01 16:50:00;466,4000000000001
2022-02-01 16:55:00;453,2000000000001
2022-02-01 17:00:00;409,2
2022-02-01 17:05:00;404,8
2022-02-01 17:10:00;444,4
2022-02-01 17:15:00;400,4
2022-02-01 17:20:00;369,6
2022-02-01 17:25:00;316,8
2022-02-01 17:30:00;286,0
2022-02-01 17:35:00;272,8
2022-02-01 17:40:00;264,0
2022-02-01 17:45:00;242,00000000000006
2022-02-01 17:50:00;237,60000000000005
2022-02-01 17:55:00;215,60000000000005
2022-02-01 18:00:00;211,2
2022-02-01 18:05:00;233,2
2022-02-01 18:10:00;220,0
2022-02-01 18:15:00;220,0
2022-02-01 18:20:00;220,0
2022-02-01 18:25:00;237,6
2022-02-01 18:30:00;250,8
2022-02-01 18:35:00;250,8
2022-02-01 18:40:00;250,8
2022-02-01 18:45:00;264,0
2022-02-01 18:50:00;237,6
2022-02-01 18:55:00;237,6
2022-02-01 19:00:00;246,39999999999995
2022-02-01 19:05:00;272,79999999999995
2022-02-01 19:10:00;285,99999999999994
2022-02-01 19:15:00;285,99999999999994
2022-02-01 19:20:00;382,79999999999995
2022-02-01 19:25:00;378,4
2022-02-01 19:30:00;378,4
2022-02-01 19:35:00;374,0
2022-02-01 19:40:00;330,0
2022-02-01 19:45:00;330,0
2022-02-01 19:50:00;321,2
2022-02-01 19:55:00;308,0
2022-02-01 20:00:00;272,8
2022-02-01 20:05:00;264,0
2022-02-01 20:10:00;259,6
2022-02-01 20:15:00;242,0
2022-02-01 20:20:00;242,0
2022-02-01 20:25:00;242,0
2022-02-01 20:30:00;242,0
2022-02-01 20:35:00;224,4
2022-02-01 20:40:00;220,0
2022-02-01 20:45:00;228,8
2022-02-01 20:50:00;171,6
2022-02-01 20:55:00;158,4
2022-02-01 21:00:00;193,60000000000002
2022-02-01 21:05:00;211,20000000000005
2022-02-01 21:10:00;242,00000000000006
2022-02-01 21:15:00;250,8
2022-02-01 21:20:00;264,0
2022-02-01 21:25:00;255,2
2022-02-01 21:30:00;233,2
2022-02-01 21:35:00;189,2
2022-02-01 21:40:00;193,6
2022-02-01 21:45:00;180,4
2022-02-01 21:50:00;127,6
2022-02-01 21:55:00;92,4
2022-02-01 22:00:00;127,59999999999998
2022-02-01 22:05:00;136,39999999999998
2022-02-01 22:10:00;114,39999999999998
2022-02-01 22:15:00;109,99999999999997
2022-02-01 22:20:00;96,79999999999998
2022-02-01 22:25:00;101,19999999999997
2022-02-01 22:30:00;70,39999999999998
2022-02-01 22:35:00;65,99999999999997
2022-02-01 22:40:00;65,99999999999997
2022-02-01 22:45:00;65,99999999999997
2022-02-01 22:50:00;65,99999999999997
2022-02-01 22:55:00;65,99999999999997
2022-02-01 23:00:00;66,0
2022-02-01 23:05:00;66,0
2022-02-01 23:10:00;66,0
2022-02-01 23:15:00;66,0
2022-02-01 23:20:00;57,2
2022-02-01 23:25:00;44,0
2022-02-01 23:30:00;26,4
2022-02-01 23:35:00;22,0
2022-02-01 23:40:00;22,0
2022-02-01 23:45:00;22,0
2022-02-01 23:50:00;4,4
2022-02-01 23:55:00;0,0
